token,token_id,freq
overlapping,1831,10
recover,1832,10
checking,1833,10
ensure,1834,10
region,1835,10
displays,1836,10
presence,1837,10
proach,1838,10
researcher,1839,10
resource,1840,10
arbitrary,1841,10
challenge,1842,10
your,1843,10
weighted,1844,10
pci,1845,10
offers,1846,10
perl,1847,10
windows,1848,10
compare-plug-in,1849,10
mostly,1850,10
illustrate,1851,10
true,1852,10
plug-in,1853,10
update,1854,10
agency,1855,10
moments,1856,10
expensive,1857,10
age,1858,10
defect,1859,10
segments,1860,10
globalnamemap,1861,10
functionobject,1862,10
accurate,1863,10
sampling,1864,10
lineages,1865,10
getting,1866,10
viewer,1867,10
highly,1868,10
symbol,1869,10
generate,1870,10
growing,1871,10
indirect,1872,10
fault,1873,10
ten,1874,9
positives,1875,9
cfg,1876,9
headers,1877,9
hash,1878,9
con,1879,9
maximal,1880,9
logics,1881,9
beginpaint,1882,9
surprising,1883,9
taxonomy,1884,9
areas,1885,9
der,1886,9
aspect-oriented,1887,9
conceptof,1888,9
un-,1889,9
ignore,1890,9
company,1891,9
koders,1892,9
addison-wesley,1893,9
don,1894,9
scattered,1895,9
loop,1896,9
parameter,1897,9
larity,1898,9
appropriate,1899,9
loops,1900,9
graves,1901,9
architecting,1902,9
structured,1903,9
recovered,1904,9
effectively,1905,9
produces,1906,9
cf,1907,9
predictive,1908,9
df,1909,9
gz,1910,9
la,1911,9
dirs,1912,9
ny,1913,9
od,1914,9
registered,1915,9
hundreds,1916,9
rs,1917,9
discovered,1918,9
executed,1919,9
uc,1920,9
y1,1921,9
y2,1922,9
beyond,1923,9
transformation,1924,9
naist,1925,9
gle,1926,9
success,1927,9
updated,1928,9
stronger,1929,9
chu-carroll,1930,9
active,1931,9
santa,1932,9
explored,1933,9
inoue,1934,9
fundamental,1935,9
whenever,1936,9
inspect,1937,9
softw,1938,9
discussions,1939,9
fall,1940,9
im-,1941,9
zou,1942,9
exclusion,1943,9
syn-,1944,9
rep-,1945,9
hassan,1946,9
difficulties,1947,9
retrieving,1948,9
cycle,1949,9
attached,1950,9
lineage,1951,9
sin-,1952,9
records,1953,9
invocation,1954,9
extracts,1955,9
vari-,1956,9
versus,1957,9
nested,1958,9
naming,1959,9
pre-,1960,9
quick,1961,9
ease,1962,9
pat-,1963,9
evolved,1964,9
profile,1965,9
serves,1966,9
correspondences,1967,9
ducasse,1968,9
holds,1969,9
momjian,1970,9
reliable,1971,9
cdiff,1972,9
writing,1973,9
addmethod,1974,9
discover,1975,9
mvc,1976,9
annotate,1977,9
seamonkeycore,1978,9
weiss,1979,9
highlighted,1980,9
wrote,1981,9
preceding,1982,9
puretype,1983,9
absolute,1984,9
nokia,1985,9
modern,1986,9
visible,1987,9
alone,1988,9
kamiya,1989,9
day-author,1990,9
warning,1991,9
one-to-one,1992,9
homepage,1993,9
implementations,1994,9
finland,1995,9
assist,1996,9
storing,1997,9
precise,1998,9
core,1999,9
penalty,2000,9
recovery,2001,9
baker,2002,9
applicability,2003,9
indication,2004,9
ucsc,2005,9
verification,2006,9
ple,2007,9
quartile,2008,9
actions,2009,9
validate,2010,9
isomorphic,2011,9
assumptions,2012,9
flexible,2013,9
passed,2014,9
zhang,2015,9
hashes,2016,9
denoted,2017,9
people,2018,9
consist,2019,9
ridoux,2020,9
reduces,2021,9
caused,2022,9
comma,2023,9
assessing,2024,9
published,2025,9
rcs,2026,9
scope,2027,9
referenced,2028,9
applicable,2029,9
c32,2030,9
benchmarking,2031,9
inferring,2032,9
choices,2033,9
strength,2034,9
target,2035,9
assuming,2036,9
cruz,2037,9
interactions,2038,9
assignment,2039,9
reflected,2040,9
she,2041,9
maryland,2042,9
setup,2043,9
ble,2044,9
constant,2045,9
trends,2046,9
sun,2047,9
submission,2048,9
besides,2049,8
illustrated,2050,8
lncs,2051,8
i386,2052,8
mapped,2053,8
probably,2054,8
widely,2055,8
reducing,2056,8
dates,2057,8
avaya,2058,8
creates,2059,8
finer,2060,8
business,2061,8
complicated,2062,8
states,2063,8
lock,2064,8
mail,2065,8
combine,2066,8
null,2067,8
cur-,2068,8
highest,2069,8
themselves,2070,8
rysselberghe,2071,8
mary,2072,8
separated,2073,8
configuration,2074,8
near,2075,8
special,2076,8
achieved,2077,8
tries,2078,8
education,2079,8
splitting,2080,8
cell,2081,8
ers,2082,8
cept,2083,8
sub-,2084,8
requirement,2085,8
martin,2086,8
black,2087,8
play,2088,8
fca,2089,8
contribute,2090,8
a1,2091,8
attention,2092,8
b2,2093,8
grow,2094,8
c3,2095,8
experimentation,2096,8
ci,2097,8
cj,2098,8
information-technology,2099,8
freely,2100,8
ea,2101,8
open-source,2102,8
sufficient,2103,8
mi,2104,8
baxter,2105,8
license,2106,8
differencing,2107,8
change-,2108,8
tu,2109,8
reading,2110,8
bdiff,2111,8
located,2112,8
sept,2113,8
volunteers,2114,8
discusses,2115,8
october,2116,8
conduct,2117,8
author-file,2118,8
subjects,2119,8
beginning,2120,8
sensitive,2121,8
topics,2122,8
defining,2123,8
concerned,2124,8
inducing,2125,8
ast1,2126,8
ast2,2127,8
intention,2128,8
livshits,2129,8
conditional,2130,8
extends,2131,8
subclass,2132,8
insights,2133,8
indicators,2134,8
adapted,2135,8
points,2136,8
wtcoup,2137,8
multiplicity,2138,8
gen-,2139,8
differ,2140,8
accurately,2141,8
captures,2142,8
expert,2143,8
vary,2144,8
browsing,2145,8
fourth,2146,8
horizontal,2147,8
sector,2148,8
graphical,2149,8
cken,2150,8
weak,2151,8
highlights,2152,8
assess,2153,8
javacvs,2154,8
imple-,2155,8
applies,2156,8
match-,2157,8
export,2158,8
communities,2159,8
gnome,2160,8
industrial,2161,8
motivating,2162,8
labels,2163,8
enterprise,2164,8
phases,2165,8
disappeared,2166,8
interaction,2167,8
tichy,2168,8
p-values,2169,8
server,2170,8
postgresql,2171,8
mismatch,2172,8
matsumoto,2173,8
relating,2174,8
pack-,2175,8
axis,2176,8
endpaint,2177,8
estimation,2178,8
ries,2179,8
intervals,2180,8
super,2181,8
remainder,2182,8
plugin,2183,8
nov,2184,8
fat12,2185,8
random,2186,8
subsequence,2187,8
promotion,2188,8
survey,2189,8
retrieve,2190,8
co-occurrence,2191,8
superior,2192,8
wtcoh,2193,8
inverse,2194,8
lisp,2195,8
correlating,2196,8
glyphs,2197,8
indicating,2198,8
simplified,2199,8
facets,2200,8
evo-,2201,8
displayed,2202,8
recognize,2203,8
transaction-id,2204,8
pwd,2205,8
september,2206,8
clear,2207,8
tags,2208,8
collberg,2209,8
holt,2210,8
tables,2211,8
validation,2212,8
longest,2213,8
member,2214,8
processed,2215,8
collecting,2216,8
increments,2217,8
ranking,2218,8
wants,2219,8
harrold,2220,8
requests,2221,8
demonstrated,2222,8
established,2223,8
logentry,2224,8
extensions,2225,8
ac-,2226,8
label,2227,8
aim,2228,8
bijection,2229,8
row,2230,8
ar-,2231,8
out-,2232,8
recursively,2233,8
ally,2234,8
sample,2235,8
integrate,2236,8
comprehensive,2237,8
template,2238,8
discovers,2239,8
preferred,2240,8
doing,2241,8
normal,2242,8
cleaning,2243,8
squares,2244,7
tgl,2245,7
automating,2246,7
obvious,2247,7
cross-,2248,7
reproduce,2249,7
representative,2250,7
introducing,2251,7
non-trivial,2252,7
desired,2253,7
txt,2254,7
heavily,2255,7
going,2256,7
publicly,2257,7
saarbru,2258,7
thomas,2259,7
revealed,2260,7
day-file,2261,7
ball,2262,7
meaning,2263,7
expression,2264,7
coefficient,2265,7
speed,2266,7
branch,2267,7
planning,2268,7
annotating,2269,7
immediately,2270,7
addressing,2271,7
excluding,2272,7
en-,2273,7
back-end,2274,7
classifying,2275,7
opment,2276,7
forms,2277,7
submit,2278,7
button,2279,7
factor,2280,7
ensures,2281,7
meta-data,2282,7
great,2283,7
hunt,2284,7
effect,2285,7
b1,2286,7
e1,2287,7
e2,2288,7
dt,2289,7
fk,2290,7
fps,2291,7
nique,2292,7
manipulation,2293,7
trampoline,2294,7
mm,2295,7
oo,2296,7
py,2297,7
exam-,2298,7
ts,2299,7
wu,2300,7
terns,2301,7
costs,2302,7
follow,2303,7
introduces,2304,7
formance,2305,7
querying,2306,7
formats,2307,7
million,2308,7
extra,2309,7
prototypes,2310,7
wang,2311,7
school,2312,7
basically,2313,7
hat,2314,7
adapt,2315,7
junit,2316,7
her,2317,7
chen,2318,7
reflects,2319,7
michail,2320,7
cally,2321,7
valiente,2322,7
eight,2323,7
findbugs,2324,7
functional,2325,7
please,2326,7
ids,2327,7
binding,2328,7
saarland,2329,7
criterion,2330,7
constructing,2331,7
touch,2332,7
facilitate,2333,7
categorization,2334,7
annual,2335,7
jar,2336,7
bindings,2337,7
lifetime,2338,7
limitation,2339,7
visually,2340,7
gets,2341,7
sigsoft,2342,7
jones,2343,7
offered,2344,7
somewhat,2345,7
ilar,2346,7
majority,2347,7
john,2348,7
download,2349,7
karr,2350,7
contexts,2351,7
figures,2352,7
typemap,2353,7
collects,2354,7
differ-,2355,7
successfully,2356,7
accessible,2357,7
infinite,2358,7
intersection,2359,7
handling,2360,7
managers,2361,7
upon,2362,7
crowston,2363,7
contour,2364,7
separation,2365,7
interactive,2366,7
thunderbirdtinderbox,2367,7
meant,2368,7
fixing,2369,7
mime,2370,7
bind,2371,7
depending,2372,7
domain,2373,7
paired,2374,7
inspection,2375,7
man,2376,7
directions,2377,7
oriented,2378,7
mer,2379,7
extractable,2380,7
funded,2381,7
changed-,2382,7
sections,2383,7
msr2004,2384,7
linking,2385,7
failed,2386,7
dealing,2387,7
doesn,2388,7
significance,2389,7
transac-,2390,7
gondow,2391,7
cumulative,2392,7
simi-,2393,7
elaboration,2394,7
portland,2395,7
involving,2396,7
lehman,2397,7
reposito-,2398,7
coding,2399,7
clas-,2400,7
kept,2401,7
significantly,2402,7
straightforward,2403,7
vers,2404,7
usenix,2405,7
turned,2406,7
dependence,2407,7
sified,2408,7
estimate,2409,7
corre-,2410,7
miryung,2411,7
treated,2412,7
revi-,2413,7
cou-,2414,7
york,2415,7
belonging,2416,7
ever,2417,7
integrating,2418,7
requiring,2419,7
academics,2420,7
correspondence,2421,7
continue,2422,7
bieman,2423,7
correlated,2424,7
valuable,2425,7
january,2426,7
controllable,2427,7
choice,2428,7
classify,2429,7
induced,2430,7
populating,2431,7
commonly,2432,7
beneficial,2433,7
monitor,2434,7
tracks,2435,7
gathered,2436,7
positive,2437,7
measurements,2438,7
descriptions,2439,7
constructor,2440,7
causes,2441,7
prefer,2442,7
resources,2443,7
ada,2444,7
finite,2445,7
recorded,2446,7
getprocessheap,2447,7
al-,2448,7
complement,2449,7
an-,2450,7
refine,2451,7
atomic,2452,7
increases,2453,7
au-,2454,7
hajek,2455,7
cast,2456,7
care,2457,7
accounts,2458,7
san,2459,7
bad,2460,7
se-,2461,7
submitted,2462,7
scheme,2463,7
practices,2464,7
compares,2465,7
advanced,2466,7
y-axis,2467,7
stands,2468,7
shaded,2469,7
occurrences,2470,7
drawn,2471,7
secondary,2472,7
pling,2473,7
stops,2474,7
interpreted,2475,7
successful,2476,7
james,2477,7
ta-,2478,7
potentially,2479,7
effectiveness,2480,6
tld,2481,6
ranging,2482,6
uni-sb,2483,6
occurred,2484,6
randomly,2485,6
outlines,2486,6
dac,2487,6
dec,2488,6
viewing,2489,6
remained,2490,6
umd,2491,6
us-,2492,6
num-,2493,6
sta-,2494,6
extensive,2495,6
tampere,2496,6
formula,2497,6
secret,2498,6
replication,2499,6
insertion,2500,6
vi-,2501,6
spent,2502,6
pkgs,2503,6
idioms,2504,6
characterize,2505,6
encoding,2506,6
private,2507,6
ent,2508,6
slightly,2509,6
shape,2510,6
screen,2511,6
remain,2512,6
discovering,2513,6
central,2514,6
derived,2515,6
grained,2516,6
fbd,2517,6
classifications,2518,6
browse,2519,6
fed,2520,6
elementary,2521,6
methodgen,2522,6
a3,2523,6
keeping,2524,6
e-,2525,6
cm,2526,6
j1,2527,6
j2,2528,6
ji,2529,6
ov,2530,6
sb,2531,6
analyzes,2532,6
ideally,2533,6
um,2534,6
vs,2535,6
vv,2536,6
elcl16,2537,6
yr,2538,6
sbook,2539,6
inter-,2540,6
concrete,2541,6
bug-,2542,6
marron,2543,6
resolved,2544,6
contributed,2545,6
wait,2546,6
inconsistent,2547,6
ties,2548,6
generalized,2549,6
circle,2550,6
colors,2551,6
machine-extracted,2552,6
summarizes,2553,6
viewcvs,2554,6
unlock,2555,6
yes,2556,6
confirmed,2557,6
char,2558,6
twice,2559,6
suggestions,2560,6
erall,2561,6
visualizes,2562,6
characteristic,2563,6
victoria,2564,6
trigged,2565,6
certainly,2566,6
master,2567,6
fabd,2568,6
pointer,2569,6
meta,2570,6
face,2571,6
repre-,2572,6
fail,2573,6
explains,2574,6
rlcom,2575,6
software-change,2576,6
concern-oriented,2577,6
poor,2578,6
astparser,2579,6
aggressive,2580,6
pose,2581,6
guage,2582,6
authorship,2583,6
script,2584,6
apfel,2585,6
hybrid,2586,6
construction,2587,6
alternatives,2588,6
tactic,2589,6
jdt,2590,6
longer,2591,6
javadoc,2592,6
x-axis,2593,6
in-java,2594,6
join,2595,6
belongs,2596,6
descriptive,2597,6
upper,2598,6
allocation,2599,6
lcom3,2600,6
regular,2601,6
subsystem,2602,6
hosting,2603,6
herbsleb,2604,6
realized,2605,6
irrelevant,2606,6
fileversion,2607,6
rithms,2608,6
webspider,2609,6
minor,2610,6
platforms,2611,6
ubranic,2612,6
lengths,2613,6
lengthr,2614,6
lengthl,2615,6
anquetil,2616,6
merge,2617,6
robillard,2618,6
liu,2619,6
bian,2620,6
burch,2621,6
lo-,2622,6
formation,2623,6
nloc,2624,6
touched,2625,6
ming,2626,6
regarding,2627,6
removing,2628,6
mar,2629,6
howison,2630,6
becomes,2631,6
roughly,2632,6
richer,2633,6
knowing,2634,6
ages,2635,6
contravariant,2636,6
google,2637,6
tation,2638,6
incorporated,2639,6
gather,2640,6
responsible,2641,6
scales,2642,6
sciences,2643,6
strathcona,2644,6
debugging,2645,6
container,2646,6
direc-,2647,6
catch,2648,6
webpage,2649,6
probability,2650,6
seqid,2651,6
marker,2652,6
submissions,2653,6
coarse-grained,2654,6
eventid,2655,6
reporting,2656,6
counted,2657,6
assign,2658,6
exploring,2659,6
key-,2660,6
weighting,2661,6
columbus,2662,6
cation,2663,6
donated,2664,6
vertices,2665,6
partially,2666,6
solve,2667,6
lies,2668,6
heapalloc,2669,6
dark,2670,6
proposes,2671,6
publicly-available,2672,6
calculate,2673,6
listing,2674,6
combines,2675,6
days,2676,6
amounts,2677,6
pan,2678,6
occurring,2679,6
plied,2680,6
robust,2681,6
arrow,2682,6
imposes,2683,6
rarely,2684,6
despite,2685,6
indicative,2686,6
juan,2687,6
inherent,2688,6
proximity,2689,6
cobollike,2690,6
method-,2691,6
ilarity,2692,6
population,2693,6
hold,2694,6
rithm,2695,6
agrawal,2696,6
passes,2697,6
answers,2698,6
run-time,2699,6
serve,2700,6
analysts,2701,6
focusing,2702,6
traceable,2703,6
anonymous,2704,6
validated,2705,6
version2,2706,6
ad-,2707,6
moved,2708,6
accessed,2709,6
conducted,2710,6
amt,2711,6
diversity,2712,6
varying,2713,6
arg,2714,6
datamanager,2715,6
negative,2716,6
nara,2717,6
generation,2718,6
matcher,2719,6
text-based,2720,6
spread,2721,6
proven,2722,6
deep,2723,6
explained,2724,6
instructionlist,2725,6
sql,2726,6
katedocument,2727,6
heatmap,2728,6
conditions,2729,6
sub,2730,6
beyer,2731,6
netbeans,2732,6
participants,2733,6
express,2734,6
transformations,2735,6
syn,2736,6
children,2737,6
natural,2738,6
refactored,2739,6
behaviour,2740,6
safe,2741,6
tcc,2742,6
carried,2743,6
february,2744,6
cbo,2745,6
tel,2746,5
rational,2747,5
november,2748,5
tic,2749,5
abstracted,2750,5
yahin,2751,5
szermer,2752,5
astnode,2753,5
summarizing,2754,5
sible,2755,5
rows,2756,5
tue,2757,5
opposite,2758,5
thing,2759,5
technologies,2760,5
low-level,2761,5
sbin,2762,5
newsgroups,2763,5
uci,2764,5
ferent,2765,5
tems,2766,5
deb,2767,5
unlike,2768,5
lated,2769,5
fine-,2770,5
barcode,2771,5
back,2772,5
helping,2773,5
postfixes,2774,5
topology,2775,5
portugal,2776,5
stream,2777,5
intensive,2778,5
lopez-fernandez,2779,5
meaningless,2780,5
released,2781,5
man-,2782,5
industry,2783,5
cross-project,2784,5
increasing,2785,5
mysql,2786,5
jackson,2787,5
idpairs,2788,5
allowed,2789,5
stu-,2790,5
exploit,2791,5
els,2792,5
visu-,2793,5
precisely,2794,5
weissgerber,2795,5
turns,2796,5
forth,2797,5
strongest,2798,5
plots,2799,5
datatransfer,2800,5
differently,2801,5
bugcrawler,2802,5
argued,2803,5
simultaneous,2804,5
default,2805,5
incomplete,2806,5
attempted,2807,5
moonen,2808,5
ele-,2809,5
looks,2810,5
sup-,2811,5
deltas,2812,5
a4,2813,5
losing,2814,5
b3,2815,5
b7,2816,5
ad,2817,5
sition,2818,5
db,2819,5
ee,2820,5
for-,2821,5
fi,2822,5
fr,2823,5
gb,2824,5
elon,2825,5
wrt,2826,5
griswold,2827,5
literature,2828,5
le,2829,5
lo,2830,5
ly,2831,5
mo,2832,5
families,2833,5
architectures,2834,5
extremely,2835,5
rg,2836,5
rj,2837,5
rx,2838,5
maintains,2839,5
started,2840,5
closer,2841,5
ti,2842,5
joint,2843,5
x1,2844,5
examination,2845,5
amiga,2846,5
uniquelinelocation,2847,5
xu,2848,5
ge-,2849,5
surrounding,2850,5
operators,2851,5
prone,2852,5
addressed,2853,5
gil,2854,5
bution,2855,5
recognized,2856,5
audience,2857,5
gpg,2858,5
tracing,2859,5
thesis,2860,5
underlying,2861,5
tial,2862,5
sliwerski,2863,5
particularly,2864,5
measuring,2865,5
softchange,2866,5
extending,2867,5
pointers,2868,5
separately,2869,5
reside,2870,5
characterizing,2871,5
combining,2872,5
diagram,2873,5
idpair,2874,5
bookmark,2875,5
cyan,2876,5
reproducible,2877,5
logically,2878,5
numeric,2879,5
tive,2880,5
fielding,2881,5
unmatched,2882,5
developer-project,2883,5
transform,2884,5
edits,2885,5
evolu-,2886,5
equality,2887,5
ibm,2888,5
co-changed,2889,5
obj16,2890,5
facilitating,2891,5
verified,2892,5
plexity,2893,5
ist,2894,5
holmes,2895,5
choose,2896,5
improvement,2897,5
sarge,2898,5
confident,2899,5
yield,2900,5
grammers,2901,5
maintainer,2902,5
lcom,2903,5
krinke,2904,5
compilable,2905,5
bytecode,2906,5
hammouda,2907,5
reconstructed,2908,5
challenging,2909,5
tsleep,2910,5
critique,2911,5
emails,2912,5
style,2913,5
spars-j,2914,5
pattern-based,2915,5
national,2916,5
name-based,2917,5
searches,2918,5
directed,2919,5
merged,2920,5
svn2inseqs,2921,5
italy,2922,5
srikant,2923,5
fan-in,2924,5
roots,2925,5
reconstruction,2926,5
facilitates,2927,5
subtract,2928,5
referring,2929,5
simd,2930,5
jose,2931,5
tosem,2932,5
extreme,2933,5
comparative,2934,5
invariant,2935,5
sloccount,2936,5
knuth,2937,5
kdetoys,2938,5
accepted,2939,5
ready,2940,5
predictor,2941,5
combinatorial,2942,5
fifth,2943,5
inserts,2944,5
infers,2945,5
biggest,2946,5
raise,2947,5
phism,2948,5
frequent-sequences,2949,5
principle,2950,5
lib,2951,5
compile,2952,5
involves,2953,5
supplements,2954,5
converted,2955,5
distri-,2956,5
convention,2957,5
traverses,2958,5
ification,2959,5
bier,2960,5
feb-03,2961,5
lot,2962,5
computes,2963,5
perceived,2964,5
outliers,2965,5
census,2966,5
omitted,2967,5
formatting,2968,5
factorable,2969,5
involve,2970,5
tackle,2971,5
large-scale,2972,5
encoded,2973,5
chuah,2974,5
kdeaccesibility,2975,5
kdeaddons,2976,5
met,2977,5
designers,2978,5
kdeutils,2979,5
hunkim,2980,5
kdeadmin,2981,5
infrequent,2982,5
forces,2983,5
proper,2984,5
benchmark,2985,5
infrequently,2986,5
dimensions,2987,5
isomorphisms,2988,5
viewtype,2989,5
subdirectories,2990,5
sleep,2991,5
bug-fix,2992,5
selecting,2993,5
positions,2994,5
spurious,2995,5
tory,2996,5
recommend,2997,5
understood,2998,5
perry,2999,5
hidden,3000,5
usable,3001,5
locking,3002,5
determined,3003,5
indicator,3004,5
solely,3005,5
refers,3006,5
determines,3007,5
softevo,3008,5
yamamoto,3009,5
audris,3010,5
whom,3011,5
browsers,3012,5
incrementally,3013,5
counter,3014,5
obj,3015,5
indi-,3016,5
softvis,3017,5
pugh,3018,5
semantically,3019,5
consolidated,3020,5
reviewers,3021,5
col-,3022,5
awareness,3023,5
michlmayr,3024,5
vertical,3025,5
connection,3026,5
non-,3027,5
orso,3028,5
reusable,3029,5
cots,3030,5
hot-spots,3031,5
optional,3032,5
usr_bin,3033,5
undone,3034,5
acceptable,3035,5
wish,3036,5
enormous,3037,5
pdf,3038,5
monday,3039,5
php,3040,5
monden,3041,5
comparisons,3042,5
implied,3043,5
compatibility,3044,5
evolutions,3045,5
detects,3046,5
options,3047,5
instabilities,3048,5
managing,3049,5
substitution,3050,5
evaluating,3051,5
deursen,3052,5
embedded,3053,5
tells,3054,5
correctly,3055,5
respects,3056,5
soon,3057,5
lisbon,3058,5
experiences,3059,5
delete,3060,5
simplify,3061,5
desirable,3062,5
annotated,3063,5
hints,3064,5
incremental,3065,5
kdevelop,3066,5
version1,3067,5
appendix,3068,5
nationality,3069,5
targeted,3070,5
finish,3071,5
rfc,3072,5
likelihood,3073,5
defects,3074,5
breadth-first,3075,5
laski,3076,5
maman,3077,5
leverage,3078,5
dump,3079,5
thought,3080,5
increased,3081,5
came,3082,5
ours,3083,5
shasha,3084,5
moura,3085,5
ksloc,3086,5
tokyo,3087,5
display,3088,5
classgen,3089,5
move,3090,5
baz,3091,5
siy,3092,5
obviously,3093,5
improved,3094,5
operate,3095,5
so-,3096,5
viewed,3097,5
discovery,3098,5
improvements,3099,5
hashing,3100,5
kusumoto,3101,5
file-level,3102,5
dent,3103,5
interpreter,3104,5
tual,3105,5
dept,3106,5
amor,3107,5
efficiency,3108,5
dynamine,3109,5
ugly,3110,5
said,3111,5
tends,3112,5
ted,3113,4
switzerland,3114,4
scratch,3115,4
ture,3116,4
connect,3117,4
thu,3118,4
informative,3119,4
illustrates,3120,4
ncfe,3121,4
heuris-,3122,4
transparency,3123,4
co-,3124,4
tuple,3125,4
surname,3126,4
noack,3127,4
markers,3128,4
thousand,3129,4
famoos,3130,4
twofold,3131,4
refactor,3132,4
mainte-,3133,4
worked,3134,4
cut,3135,4
padioleau,3136,4
tichelaar,3137,4
edinburg,3138,4
priority,3139,4
within-version,3140,4
prevalent,3141,4
veloped,3142,4
critical,3143,4
ufs,3144,4
pseudo,3145,4
dfs,3146,4
cutoff,3147,4
quantities,3148,4
computational,3149,4
virtual,3150,4
kstringhandler,3151,4
attempt,3152,4
grams,3153,4
status,3154,4
dow,3155,4
model-driven,3156,4
titech,3157,4
mishne,3158,4
commun,3159,4
approximation,3160,4
transformer,3161,4
transformed,3162,4
constraints,3163,4
predicate,3164,4
drawing,3165,4
dy-,3166,4
maxwell,3167,4
stay,3168,4
committers,3169,4
wong,3170,4
gregorio,3171,4
relate,3172,4
lost,3173,4
var,3174,4
gender,3175,4
variability,3176,4
computationally,3177,4
gathering,3178,4
formulas,3179,4
inserting,3180,4
javassist,3181,4
ef-,3182,4
ations,3183,4
optimal,3184,4
ignoring,3185,4
stop,3186,4
apsec,3187,4
instructions,3188,4
generates,3189,4
language-independent,3190,4
alization,3191,4
tures,3192,4
progressive,3193,4
hovemeyer,3194,4
escet,3195,4
ratzinger,3196,4
subsequences,3197,4
specifying,3198,4
votta,3199,4
gray,3200,4
scaling,3201,4
classic,3202,4
incorporate,3203,4
lifecycle,3204,4
white,3205,4
impose,3206,4
severity,3207,4
decide,3208,4
irisa,3209,4
distinction,3210,4
compilers,3211,4
explaining,3212,4
hunk,3213,4
unexpected,3214,4
rijke,3215,4
david,3216,4
a2,3217,4
matters,3218,4
kdebindings,3219,4
reduction,3220,4
integrates,3221,4
parent,3222,4
fit,3223,4
ar,3224,4
matchers,3225,4
az,3226,4
prove,3227,4
d1,3228,4
ce,3229,4
familiar,3230,4
carlos,3231,4
di,3232,4
fore,3233,4
dq,3234,4
cosmo,3235,4
perhaps,3236,4
contrary,3237,4
history-based,3238,4
else,3239,4
k1,3240,4
k3,3241,4
iz,3242,4
essex,3243,4
ful,3244,4
hicks,3245,4
plying,3246,4
ported,3247,4
faster,3248,4
hypergraph,3249,4
me,3250,4
ms,3251,4
plus,3252,4
nc,3253,4
legacy,3254,4
nt,3255,4
r3,3256,4
ps,3257,4
s0,3258,4
adopt,3259,4
sa,3260,4
lecture,3261,4
tories,3262,4
v3,3263,4
v4,3264,4
tz,3265,4
vm,3266,4
x2,3267,4
fowler,3268,4
deeper,3269,4
april,3270,4
data-mining,3271,4
contract,3272,4
gen,3273,4
judges,3274,4
treats,3275,4
intend,3276,4
stroulia,3277,4
ast2famix,3278,4
kde-common,3279,4
correct,3280,4
ladd,3281,4
labs,3282,4
getvalue,3283,4
state-of-the-art,3284,4
subsystems,3285,4
native,3286,4
dominant,3287,4
xxx,3288,4
associate,3289,4
namic,3290,4
tics,3291,4
affected,3292,4
consecutive,3293,4
arts,3294,4
consortium,3295,4
instructors,3296,4
han,3297,4
slocs,3298,4
updates,3299,4
ence,3300,4
hdc,3301,4
chang,3302,4
initially,3303,4
asia-pacific,3304,4
laws,3305,4
layer,3306,4
chain,3307,4
ically,3308,4
node1,3309,4
node2,3310,4
mirror,3311,4
aggregating,3312,4
ignored,3313,4
confusion,3314,4
blank,3315,4
in-depth,3316,4
coupt,3317,4
michael,3318,4
generality,3319,4
approximately,3320,4
chou,3321,4
marin,3322,4
phenomenon,3323,4
parametrized,3324,4
lague,3325,4
eindhoven,3326,4
rooted,3327,4
compound,3328,4
concerning,3329,4
tities,3330,4
pointed,3331,4
lastfileversion,3332,4
commands,3333,4
normalizemimetype,3334,4
ide,3335,4
software-,3336,4
idt,3337,4
linus,3338,4
co-changes,3339,4
checkout,3340,4
fewer,3341,4
smells,3342,4
tonella,3343,4
inc,3344,4
ion,3345,4
ated,3346,4
vocabulary,3347,4
educational,3348,4
production,3349,4
docjar,3350,4
viewpoint,3351,4
nothing,3352,4
specialization,3353,4
hypotheses,3354,4
tributed,3355,4
shed,3356,4
windiff,3357,4
flagged,3358,4
today,3359,4
linchpin,3360,4
intuitive,3361,4
investigating,3362,4
worth,3363,4
broken,3364,4
propositional,3365,4
worse,3366,4
worst,3367,4
refined,3368,4
shortcomings,3369,4
tifacts,3370,4
transforms,3371,4
joe,3372,4
diagrams,3373,4
compo-,3374,4
offer,3375,4
revr,3376,4
cvsscan,3377,4
sented,3378,4
validity,3379,4
nance,3380,4
nearest,3381,4
tigris,3382,4
exploited,3383,4
hammocks,3384,4
alive,3385,4
conjunctions,3386,4
world,3387,4
unanticipated,3388,4
sign,3389,4
scores,3390,4
auto-,3391,4
kbd,3392,4
insertions,3393,4
raises,3394,4
exhibit,3395,4
undirected,3396,4
situations,3397,4
module-level,3398,4
confirm,3399,4
his-,3400,4
reach,3401,4
drivers,3402,4
corpus-version,3403,4
leaf,3404,4
assets,3405,4
netherlands,3406,4
enforce,3407,4
acknowledged,3408,4
bipartite,3409,4
cooperative,3410,4
policy,3411,4
reordered,3412,4
mines,3413,4
byrd,3414,4
outlook,3415,4
jects,3416,4
voinea,3417,4
byte,3418,4
conjunction,3419,4
noise,3420,4
etool16,3421,4
krajewski,3422,4
law,3423,4
linearly,3424,4
theorem,3425,4
perfectly,3426,4
toronto,3427,4
availability,3428,4
kdebase,3429,4
reliability,3430,4
wealth,3431,4
relies,3432,4
fuzzy,3433,4
economics,3434,4
jun-03,3435,4
evolves,3436,4
